agriprod,Unit,Country,Year,Value,Description,Dairy,Eggs,Honey,Meat
Meat,T,DK,2013,8003,Pigmeat ,0,0,0,1
Meat,T,DK,2014,9020,Pigmeat ,0,0,0,1
Meat,T,DK,2015,9130,Pigmeat ,0,0,0,1
Meat,T,DK,2016,11316,Pigmeat ,0,0,0,1
Meat,T,DK,2017,10490,Pigmeat ,0,0,0,1
Meat,T,DK,2019,11008,Pigmeat ,0,0,0,1
Meat,T,DK,2020,10810,Pigmeat ,0,0,0,1
Meat,T,EE,2012,64,Pigmeat ,0,0,0,1
Meat,T,EE,2013,33,Pigmeat ,0,0,0,1
Meat,T,EE,2014,50,Pigmeat ,0,0,0,1
Meat,T,EE,2015,26,Pigmeat ,0,0,0,1
Meat,T,EE,2016,60,Pigmeat ,0,0,0,1
Meat,T,EE,2017,51,Pigmeat ,0,0,0,1
Meat,T,EE,2018,38,Pigmeat ,0,0,0,1
Meat,T,EE,2019,42,Pigmeat ,0,0,0,1
Meat,T,EE,2020,38,Pigmeat ,0,0,0,1
Meat,T,EE,2021,46,Pigmeat ,0,0,0,1
Meat,T,ES,2012,786,Pigmeat ,0,0,0,1
Meat,T,ES,2013,911,Pigmeat ,0,0,0,1
Meat,T,ES,2014,916,Pigmeat ,0,0,0,1
Meat,T,ES,2015,604,Pigmeat ,0,0,0,1
Meat,T,ES,2016,939,Pigmeat ,0,0,0,1
Meat,T,ES,2017,732,Pigmeat ,0,0,0,1
Meat,T,ES,2018,1939,Pigmeat ,0,0,0,1
Meat,T,ES,2019,2813,Pigmeat ,0,0,0,1
Meat,T,ES,2020,3561,Pigmeat ,0,0,0,1
Meat,T,ES,2021,4217,Pigmeat ,0,0,0,1
Meat,T,FI,2012,450,Pigmeat ,0,0,0,1
Meat,T,FI,2013,710,Pigmeat ,0,0,0,1
Meat,T,FI,2014,670,Pigmeat ,0,0,0,1
Meat,T,FI,2015,720,Pigmeat ,0,0,0,1
Meat,T,FI,2016,950,Pigmeat ,0,0,0,1
Meat,T,FI,2017,840,Pigmeat ,0,0,0,1
Meat,T,FI,2018,740,Pigmeat ,0,0,0,1
Meat,T,FI,2019,760,Pigmeat ,0,0,0,1
Meat,T,FI,2020,730,Pigmeat ,0,0,0,1
Meat,T,FR,2012,7672,Pigmeat ,0,0,0,1
Meat,T,FR,2014,9570,Pigmeat ,0,0,0,1
Meat,T,FR,2015,9708,Pigmeat ,0,0,0,1
Meat,T,FR,2016,10381,Pigmeat ,0,0,0,1
Meat,T,FR,2017,11171,Pigmeat ,0,0,0,1
Meat,T,FR,2018,14837,Pigmeat ,0,0,0,1
Meat,T,FR,2019,19795,Pigmeat ,0,0,0,1
Meat,T,FR,2020,21607,Pigmeat ,0,0,0,1
Meat,T,HR,2012,0,Pigmeat ,0,0,0,1
Meat,T,HR,2014,10,Pigmeat ,0,0,0,1
Meat,T,HR,2015,60,Pigmeat ,0,0,0,1
Meat,T,HR,2016,91,Pigmeat ,0,0,0,1
Meat,T,HR,2017,57,Pigmeat ,0,0,0,1
Meat,T,HR,2018,141,Pigmeat ,0,0,0,1
Meat,T,HR,2019,459,Pigmeat ,0,0,0,1
Meat,T,HR,2020,45,Pigmeat ,0,0,0,1
Meat,T,HR,2021,12,Pigmeat ,0,0,0,1
Meat,T,HU,2012,278,Pigmeat ,0,0,0,1
Meat,T,HU,2013,275,Pigmeat ,0,0,0,1
Meat,T,HU,2021,215,Pigmeat ,0,0,0,1
Meat,T,IE,2017,20,Pigmeat ,0,0,0,1
Meat,T,IE,2019,33,Pigmeat ,0,0,0,1
Meat,T,IE,2020,29,Pigmeat ,0,0,0,1
Meat,T,IE,2021,41,Pigmeat ,0,0,0,1
Meat,T,IS,2019,0,Pigmeat ,0,0,0,1
Meat,T,IT,2014,3628,Pigmeat ,0,0,0,1
Meat,T,IT,2015,8743,Pigmeat ,0,0,0,1
Meat,T,LT,2012,26,Pigmeat ,0,0,0,1
Meat,T,LT,2013,42,Pigmeat ,0,0,0,1
Meat,T,LT,2014,22,Pigmeat ,0,0,0,1
Meat,T,LT,2015,21,Pigmeat ,0,0,0,1
Meat,T,LT,2016,,Pigmeat ,0,0,0,1
Meat,T,LT,2017,,Pigmeat ,0,0,0,1
Meat,T,LT,2018,,Pigmeat ,0,0,0,1
Meat,T,LT,2019,,Pigmeat ,0,0,0,1
Meat,T,LT,2020,,Pigmeat ,0,0,0,1
Meat,T,LT,2021,,Pigmeat ,0,0,0,1
Meat,T,LU,2013,66,Pigmeat ,0,0,0,1
Meat,T,LU,2014,57,Pigmeat ,0,0,0,1
Meat,T,LU,2015,53,Pigmeat ,0,0,0,1
Meat,T,LU,2016,56,Pigmeat ,0,0,0,1
Meat,T,LU,2017,59,Pigmeat ,0,0,0,1
Meat,T,LU,2018,70,Pigmeat ,0,0,0,1
Meat,T,LU,2019,63,Pigmeat ,0,0,0,1
Meat,T,LU,2020,63,Pigmeat ,0,0,0,1
Meat,T,LU,2021,74,Pigmeat ,0,0,0,1
Meat,T,LV,2012,156,Pigmeat ,0,0,0,1
Meat,T,LV,2013,147,Pigmeat ,0,0,0,1
Meat,T,LV,2014,129,Pigmeat ,0,0,0,1
Meat,T,LV,2015,109,Pigmeat ,0,0,0,1
Meat,T,ME,2021,0,Pigmeat ,0,0,0,1
Meat,T,MK,2013,0,Pigmeat ,0,0,0,1
Meat,T,MK,2014,0,Pigmeat ,0,0,0,1
Meat,T,MT,2012,0,Pigmeat ,0,0,0,1
Meat,T,MT,2014,0,Pigmeat ,0,0,0,1
Meat,T,MT,2015,0,Pigmeat ,0,0,0,1
Meat,T,MT,2016,0,Pigmeat ,0,0,0,1
Meat,T,MT,2017,0,Pigmeat ,0,0,0,1
Meat,T,MT,2018,0,Pigmeat ,0,0,0,1
Meat,T,MT,2021,0,Pigmeat ,0,0,0,1
Meat,T,NL,2012,5560,Pigmeat ,0,0,0,1
Meat,T,NL,2013,8771,Pigmeat ,0,0,0,1
Meat,T,NL,2014,6404,Pigmeat ,0,0,0,1
Meat,T,NL,2015,6184,Pigmeat ,0,0,0,1
Meat,T,NL,2016,6496,Pigmeat ,0,0,0,1
Meat,T,NL,2017,8204,Pigmeat ,0,0,0,1
Meat,T,NL,2018,8652,Pigmeat ,0,0,0,1
Meat,T,NL,2019,9708,Pigmeat ,0,0,0,1
Meat,T,NL,2020,9092,Pigmeat ,0,0,0,1
Meat,T,NL,2021,9538,Pigmeat ,0,0,0,1
Meat,T,NO,2012,353,Pigmeat ,0,0,0,1
Meat,T,NO,2013,381,Pigmeat ,0,0,0,1
Meat,T,NO,2014,384,Pigmeat ,0,0,0,1
Meat,T,NO,2015,294,Pigmeat ,0,0,0,1
Meat,T,NO,2016,293,Pigmeat ,0,0,0,1
Meat,T,NO,2017,386,Pigmeat ,0,0,0,1
Meat,T,NO,2018,394,Pigmeat ,0,0,0,1
Meat,T,NO,2019,367,Pigmeat ,0,0,0,1
Meat,T,NO,2020,428,Pigmeat ,0,0,0,1
Meat,T,PL,2019,0,Pigmeat ,0,0,0,1
Meat,T,RO,2013,6,Pigmeat ,0,0,0,1
Meat,T,RO,2014,0,Pigmeat ,0,0,0,1
Meat,T,RO,2016,0,Pigmeat ,0,0,0,1
Meat,T,RO,2019,1,Pigmeat ,0,0,0,1
Meat,T,RO,2020,1,Pigmeat ,0,0,0,1
Meat,T,RO,2021,1,Pigmeat ,0,0,0,1
Meat,T,RS,2016,0,Pigmeat ,0,0,0,1
Meat,T,RS,2017,0,Pigmeat ,0,0,0,1
Meat,T,RS,2018,0,Pigmeat ,0,0,0,1
Meat,T,RS,2019,0,Pigmeat ,0,0,0,1
Meat,T,SE,2013,3882,Pigmeat ,0,0,0,1
Meat,T,SE,2014,3997,Pigmeat ,0,0,0,1
Meat,T,SE,2015,4537,Pigmeat ,0,0,0,1
Meat,T,SE,2016,4819,Pigmeat ,0,0,0,1
Meat,T,SE,2017,4811,Pigmeat ,0,0,0,1
Meat,T,SE,2018,5540,Pigmeat ,0,0,0,1
Meat,T,SE,2019,6135,Pigmeat ,0,0,0,1
Meat,T,SE,2020,6553,Pigmeat ,0,0,0,1
Meat,T,SE,2021,6652,Pigmeat ,0,0,0,1
Meat,T,SI,2012,4,Pigmeat ,0,0,0,1
Meat,T,SI,2014,5,Pigmeat ,0,0,0,1
Meat,T,SI,2015,10,Pigmeat ,0,0,0,1
Meat,T,SK,2012,0,Pigmeat ,0,0,0,1
Meat,T,SK,2013,0,Pigmeat ,0,0,0,1
Meat,T,SK,2014,0,Pigmeat ,0,0,0,1
Meat,T,SK,2015,0,Pigmeat ,0,0,0,1
Meat,T,SK,2016,0,Pigmeat ,0,0,0,1
Meat,T,SK,2017,7,Pigmeat ,0,0,0,1
Meat,T,TR,2014,0,Pigmeat ,0,0,0,1
Meat,T,TR,2015,0,Pigmeat ,0,0,0,1
Meat,T,TR,2016,0,Pigmeat ,0,0,0,1
Meat,T,TR,2017,0,Pigmeat ,0,0,0,1
Meat,T,TR,2018,0,Pigmeat ,0,0,0,1
Meat,T,TR,2019,0,Pigmeat ,0,0,0,1
Meat,T,TR,2021,0,Pigmeat ,0,0,0,1
Meat,T,UK,2012,1500,Pigmeat ,0,0,0,1
Meat,T,UK,2013,3600,Pigmeat ,0,0,0,1
Meat,T,UK,2014,2900,Pigmeat ,0,0,0,1
Meat,T,UK,2015,2500,Pigmeat ,0,0,0,1
Meat,T,UK,2016,3200,Pigmeat ,0,0,0,1
Meat,T,UK,2017,3900,Pigmeat ,0,0,0,1
Meat,T,UK,2018,2800,Pigmeat ,0,0,0,1
Meat,T,UK,2019,2500,Pigmeat ,0,0,0,1
Meat,T,BE,2016,423,Sheepmeat,0,0,0,1
Meat,T,BE,2017,196,Sheepmeat,0,0,0,1
Meat,T,BE,2018,493,Sheepmeat,0,0,0,1
Meat,T,BE,2019,547,Sheepmeat,0,0,0,1
Meat,T,BE,2020,561,Sheepmeat,0,0,0,1
Meat,T,BG,2012,0,Sheepmeat,0,0,0,1
Meat,T,BG,2014,0,Sheepmeat,0,0,0,1
Meat,T,BG,2015,0,Sheepmeat,0,0,0,1
Meat,T,BG,2016,67,Sheepmeat,0,0,0,1
Meat,T,BG,2017,28,Sheepmeat,0,0,0,1
Meat,T,BG,2018,63,Sheepmeat,0,0,0,1
Meat,T,BG,2019,36,Sheepmeat,0,0,0,1
Meat,T,BG,2020,22,Sheepmeat,0,0,0,1
Meat,T,BG,2021,26,Sheepmeat,0,0,0,1
Meat,T,CY,2013,0,Sheepmeat,0,0,0,1
Meat,T,CY,2019,0,Sheepmeat,0,0,0,1
Meat,T,CY,2020,0,Sheepmeat,0,0,0,1
Meat,T,CY,2021,0,Sheepmeat,0,0,0,1
Meat,T,CZ,2012,529,Sheepmeat,0,0,0,1
Meat,T,CZ,2013,552,Sheepmeat,0,0,0,1
Meat,T,CZ,2014,450,Sheepmeat,0,0,0,1
Meat,T,CZ,2015,532,Sheepmeat,0,0,0,1
Meat,T,CZ,2016,428,Sheepmeat,0,0,0,1
Meat,T,CZ,2017,412,Sheepmeat,0,0,0,1
Meat,T,CZ,2018,400,Sheepmeat,0,0,0,1
Meat,T,CZ,2019,398,Sheepmeat,0,0,0,1
Meat,T,CZ,2020,379,Sheepmeat,0,0,0,1
Meat,T,CZ,2021,294,Sheepmeat,0,0,0,1
Meat,T,DK,2016,,Sheepmeat,0,0,0,1
Meat,T,DK,2017,,Sheepmeat,0,0,0,1
Meat,T,DK,2018,,Sheepmeat,0,0,0,1
Meat,T,EE,2012,246,Sheepmeat,0,0,0,1
Meat,T,EE,2013,243,Sheepmeat,0,0,0,1
Meat,T,EE,2014,207,Sheepmeat,0,0,0,1
Meat,T,EE,2015,230,Sheepmeat,0,0,0,1
Meat,T,EE,2016,270,Sheepmeat,0,0,0,1
Meat,T,EE,2017,272,Sheepmeat,0,0,0,1
Meat,T,EE,2018,255,Sheepmeat,0,0,0,1
Meat,T,EE,2019,272,Sheepmeat,0,0,0,1
Meat,T,EE,2020,244,Sheepmeat,0,0,0,1
Meat,T,EE,2021,279,Sheepmeat,0,0,0,1
Meat,T,ES,2012,7987,Sheepmeat,0,0,0,1
Meat,T,ES,2013,7351,Sheepmeat,0,0,0,1
Meat,T,ES,2014,6760,Sheepmeat,0,0,0,1
Meat,T,ES,2015,8344,Sheepmeat,0,0,0,1
Meat,T,ES,2016,7873,Sheepmeat,0,0,0,1
Meat,T,ES,2017,7103,Sheepmeat,0,0,0,1
Meat,T,ES,2018,8569,Sheepmeat,0,0,0,1
Meat,T,ES,2019,9490,Sheepmeat,0,0,0,1
Meat,T,ES,2020,8103,Sheepmeat,0,0,0,1
Meat,T,ES,2021,9325,Sheepmeat,0,0,0,1
Meat,T,FI,2012,100,Sheepmeat,0,0,0,1
Meat,T,FI,2013,170,Sheepmeat,0,0,0,1
Meat,T,FI,2014,220,Sheepmeat,0,0,0,1
Meat,T,FI,2015,270,Sheepmeat,0,0,0,1
Meat,T,FI,2016,320,Sheepmeat,0,0,0,1
Meat,T,FI,2017,320,Sheepmeat,0,0,0,1
Meat,T,FI,2018,360,Sheepmeat,0,0,0,1
Meat,T,FI,2019,340,Sheepmeat,0,0,0,1
Meat,T,FI,2020,340,Sheepmeat,0,0,0,1
Meat,T,FR,2012,807,Sheepmeat,0,0,0,1
Meat,T,FR,2014,1145,Sheepmeat,0,0,0,1
Meat,T,FR,2015,1132,Sheepmeat,0,0,0,1
Meat,T,FR,2016,1276,Sheepmeat,0,0,0,1
Meat,T,FR,2017,1432,Sheepmeat,0,0,0,1
Meat,T,FR,2018,1684,Sheepmeat,0,0,0,1
Meat,T,FR,2019,1861,Sheepmeat,0,0,0,1
Meat,T,FR,2020,2060,Sheepmeat,0,0,0,1
Meat,T,HR,2014,22,Sheepmeat,0,0,0,1
Meat,T,HR,2015,316,Sheepmeat,0,0,0,1
Meat,T,HR,2016,474,Sheepmeat,0,0,0,1
Meat,T,HR,2017,424,Sheepmeat,0,0,0,1
Meat,T,HR,2018,571,Sheepmeat,0,0,0,1
Meat,T,HR,2019,538,Sheepmeat,0,0,0,1
Meat,T,HR,2020,620,Sheepmeat,0,0,0,1
Meat,T,HR,2021,730,Sheepmeat,0,0,0,1
Meat,T,HU,2012,39,Sheepmeat,0,0,0,1
Meat,T,HU,2013,42,Sheepmeat,0,0,0,1
Meat,T,HU,2021,22,Sheepmeat,0,0,0,1
Meat,T,IE,2017,172,Sheepmeat,0,0,0,1
Meat,T,IE,2019,200,Sheepmeat,0,0,0,1
Meat,T,IE,2020,180,Sheepmeat,0,0,0,1
Meat,T,IE,2021,276,Sheepmeat,0,0,0,1
Meat,T,IS,2013,29108,Sheepmeat,0,0,0,1
Meat,T,IS,2019,29,Sheepmeat,0,0,0,1
Meat,T,IS,2020,11,Sheepmeat,0,0,0,1
Meat,T,IT,2014,15153,Sheepmeat,0,0,0,1
Meat,T,IT,2015,6514,Sheepmeat,0,0,0,1
Meat,T,LT,2012,161,Sheepmeat,0,0,0,1
Meat,T,LT,2013,160,Sheepmeat,0,0,0,1
Meat,T,LT,2014,186,Sheepmeat,0,0,0,1
Meat,T,LT,2015,216,Sheepmeat,0,0,0,1
Meat,T,LT,2021,,Sheepmeat,0,0,0,1
Meat,T,LU,2013,2,Sheepmeat,0,0,0,1
Meat,T,LU,2014,1,Sheepmeat,0,0,0,1
Meat,T,LU,2015,1,Sheepmeat,0,0,0,1
Meat,T,LU,2016,2,Sheepmeat,0,0,0,1
Meat,T,LU,2017,1,Sheepmeat,0,0,0,1
Meat,T,LU,2018,1,Sheepmeat,0,0,0,1
Meat,T,LU,2019,1,Sheepmeat,0,0,0,1
Meat,T,LU,2020,2,Sheepmeat,0,0,0,1
Meat,T,LU,2021,3,Sheepmeat,0,0,0,1
Meat,T,LV,2012,228,Sheepmeat,0,0,0,1
Meat,T,LV,2013,212,Sheepmeat,0,0,0,1
Meat,T,LV,2014,153,Sheepmeat,0,0,0,1
Meat,T,LV,2015,184,Sheepmeat,0,0,0,1
Meat,T,ME,2021,8,Sheepmeat,0,0,0,1
Meat,T,MK,2013,0,Sheepmeat,0,0,0,1
Meat,T,MK,2014,0,Sheepmeat,0,0,0,1
Meat,T,MT,2012,0,Sheepmeat,0,0,0,1
Meat,T,MT,2014,0,Sheepmeat,0,0,0,1
Meat,T,MT,2015,0,Sheepmeat,0,0,0,1
Meat,T,MT,2016,0,Sheepmeat,0,0,0,1
Meat,T,MT,2017,0,Sheepmeat,0,0,0,1
Meat,T,MT,2018,0,Sheepmeat,0,0,0,1
Meat,T,MT,2021,0,Sheepmeat,0,0,0,1
Meat,T,NO,2012,526,Sheepmeat,0,0,0,1
Meat,T,NO,2013,546,Sheepmeat,0,0,0,1
Meat,T,NO,2014,571,Sheepmeat,0,0,0,1
Meat,T,NO,2015,602,Sheepmeat,0,0,0,1
Meat,T,NO,2016,622,Sheepmeat,0,0,0,1
Meat,T,NO,2017,712,Sheepmeat,0,0,0,1
Meat,T,NO,2018,641,Sheepmeat,0,0,0,1
Meat,T,NO,2019,563,Sheepmeat,0,0,0,1
Meat,T,NO,2020,633,Sheepmeat,0,0,0,1
Meat,T,PL,2019,0,Sheepmeat,0,0,0,1
Meat,T,RO,2014,0,Sheepmeat,0,0,0,1
Meat,T,RO,2016,0,Sheepmeat,0,0,0,1
Meat,T,RO,2020,0,Sheepmeat,0,0,0,1
Meat,T,RS,2016,5,Sheepmeat,0,0,0,1
Meat,T,RS,2017,0,Sheepmeat,0,0,0,1
Meat,T,RS,2018,0,Sheepmeat,0,0,0,1
Meat,T,RS,2019,0,Sheepmeat,0,0,0,1
Meat,T,SE,2013,1071,Sheepmeat,0,0,0,1
Meat,T,SE,2014,1146,Sheepmeat,0,0,0,1
Meat,T,SE,2015,1131,Sheepmeat,0,0,0,1
Meat,T,SE,2016,1138,Sheepmeat,0,0,0,1
Meat,T,SE,2017,1109,Sheepmeat,0,0,0,1
Meat,T,SE,2018,1187,Sheepmeat,0,0,0,1
Meat,T,SE,2019,1063,Sheepmeat,0,0,0,1
Meat,T,SE,2020,993,Sheepmeat,0,0,0,1
Meat,T,SE,2021,922,Sheepmeat,0,0,0,1
Meat,T,SI,2012,4,Sheepmeat,0,0,0,1
Meat,T,SI,2014,2,Sheepmeat,0,0,0,1
Meat,T,SI,2015,3,Sheepmeat,0,0,0,1
Meat,T,SK,2012,0,Sheepmeat,0,0,0,1
Meat,T,SK,2013,3,Sheepmeat,0,0,0,1
Meat,T,SK,2015,2,Sheepmeat,0,0,0,1
Meat,T,SK,2016,1,Sheepmeat,0,0,0,1
Meat,T,SK,2017,194,Sheepmeat,0,0,0,1
Meat,T,TR,2013,128,Sheepmeat,0,0,0,1
Meat,T,TR,2014,38,Sheepmeat,0,0,0,1
Meat,T,TR,2015,14,Sheepmeat,0,0,0,1
Meat,T,TR,2016,47,Sheepmeat,0,0,0,1
Meat,T,TR,2017,1,Sheepmeat,0,0,0,1
Meat,T,TR,2018,50,Sheepmeat,0,0,0,1
Meat,T,TR,2021,2,Sheepmeat,0,0,0,1
Meat,T,UK,2012,7300,Sheepmeat,0,0,0,1
Meat,T,UK,2013,12800,Sheepmeat,0,0,0,1
Meat,T,UK,2014,8300,Sheepmeat,0,0,0,1
Meat,T,UK,2015,7600,Sheepmeat,0,0,0,1
Meat,T,UK,2016,7300,Sheepmeat,0,0,0,1
Meat,T,UK,2017,7900,Sheepmeat,0,0,0,1
Meat,T,UK,2018,7600,Sheepmeat,0,0,0,1
Meat,T,UK,2019,4900,Sheepmeat,0,0,0,1
Meat,T,BG,2012,0,Goat meat,0,0,0,1
Meat,T,BG,2014,0,Goat meat,0,0,0,1
Meat,T,BG,2015,0,Goat meat,0,0,0,1
Meat,T,BG,2016,35,Goat meat,0,0,0,1
Meat,T,BG,2017,13,Goat meat,0,0,0,1
Meat,T,BG,2018,40,Goat meat,0,0,0,1
Meat,T,BG,2019,0,Goat meat,0,0,0,1
Meat,T,BG,2020,8,Goat meat,0,0,0,1
Meat,T,BG,2021,14,Goat meat,0,0,0,1
Meat,T,CY,2013,0,Goat meat,0,0,0,1
Meat,T,CY,2019,0,Goat meat,0,0,0,1
Meat,T,CY,2020,0,Goat meat,0,0,0,1
Meat,T,CY,2021,0,Goat meat,0,0,0,1
Meat,T,CZ,2012,16,Goat meat,0,0,0,1
Meat,T,CZ,2013,20,Goat meat,0,0,0,1
Meat,T,CZ,2014,23,Goat meat,0,0,0,1
Meat,T,CZ,2015,21,Goat meat,0,0,0,1
Meat,T,CZ,2016,18,Goat meat,0,0,0,1
Meat,T,CZ,2017,19,Goat meat,0,0,0,1
Meat,T,CZ,2018,19,Goat meat,0,0,0,1
Meat,T,CZ,2019,24,Goat meat,0,0,0,1
Meat,T,CZ,2020,26,Goat meat,0,0,0,1
Meat,T,CZ,2021,20,Goat meat,0,0,0,1
Meat,T,DK,2016,,Goat meat,0,0,0,1
Meat,T,DK,2017,,Goat meat,0,0,0,1
Meat,T,DK,2018,,Goat meat,0,0,0,1
Meat,T,EE,2012,3,Goat meat,0,0,0,1
Meat,T,EE,2013,3,Goat meat,0,0,0,1
Meat,T,EE,2014,7,Goat meat,0,0,0,1
Meat,T,EE,2015,4,Goat meat,0,0,0,1
Meat,T,EE,2016,3,Goat meat,0,0,0,1
Meat,T,EE,2017,3,Goat meat,0,0,0,1
Meat,T,EE,2018,4,Goat meat,0,0,0,1
Meat,T,EE,2019,4,Goat meat,0,0,0,1
Meat,T,EE,2020,3,Goat meat,0,0,0,1
Meat,T,EE,2021,2,Goat meat,0,0,0,1
Meat,T,ES,2012,545,Goat meat,0,0,0,1
Meat,T,ES,2013,507,Goat meat,0,0,0,1
Meat,T,ES,2014,481,Goat meat,0,0,0,1
Meat,T,ES,2015,520,Goat meat,0,0,0,1
Meat,T,ES,2016,411,Goat meat,0,0,0,1
Meat,T,ES,2017,311,Goat meat,0,0,0,1
Meat,T,ES,2018,491,Goat meat,0,0,0,1
Meat,T,ES,2019,482,Goat meat,0,0,0,1
Meat,T,ES,2020,462,Goat meat,0,0,0,1
Meat,T,ES,2021,550,Goat meat,0,0,0,1
Meat,T,FI,2015,,Goat meat,0,0,0,1
Meat,T,FI,2016,,Goat meat,0,0,0,1
Meat,T,FI,2017,,Goat meat,0,0,0,1
Meat,T,FI,2018,,Goat meat,0,0,0,1
Meat,T,FR,2014,,Goat meat,0,0,0,1
Meat,T,HR,2012,0,Goat meat,0,0,0,1
Meat,T,HR,2014,2,Goat meat,0,0,0,1
Meat,T,HR,2015,13,Goat meat,0,0,0,1
Meat,T,HR,2016,14,Goat meat,0,0,0,1
Meat,T,HR,2017,13,Goat meat,0,0,0,1
Meat,T,HR,2018,17,Goat meat,0,0,0,1
Meat,T,HR,2019,21,Goat meat,0,0,0,1
Meat,T,HR,2020,18,Goat meat,0,0,0,1
Meat,T,HR,2021,18,Goat meat,0,0,0,1
Meat,T,HU,2012,4,Goat meat,0,0,0,1
Meat,T,HU,2013,4,Goat meat,0,0,0,1
Meat,T,HU,2021,1,Goat meat,0,0,0,1
Meat,T,IE,2017,0,Goat meat,0,0,0,1
Meat,T,IE,2019,0,Goat meat,0,0,0,1
Meat,T,IE,2020,0,Goat meat,0,0,0,1
Meat,T,IE,2021,0,Goat meat,0,0,0,1
Meat,T,IS,2019,0,Goat meat,0,0,0,1
Meat,T,IT,2014,1854,Goat meat,0,0,0,1
Meat,T,IT,2015,635,Goat meat,0,0,0,1
Meat,T,LT,2014,6,Goat meat,0,0,0,1
Meat,T,LT,2015,2,Goat meat,0,0,0,1
Meat,T,LT,2021,0,Goat meat,0,0,0,1
Meat,T,LU,2013,,Goat meat,0,0,0,1
Meat,T,LU,2014,,Goat meat,0,0,0,1
Meat,T,LU,2015,,Goat meat,0,0,0,1
Meat,T,LU,2016,,Goat meat,0,0,0,1
Meat,T,LU,2017,,Goat meat,0,0,0,1
Meat,T,LU,2018,,Goat meat,0,0,0,1
Meat,T,LU,2021,0,Goat meat,0,0,0,1
Meat,T,LV,2012,4,Goat meat,0,0,0,1
Meat,T,LV,2013,5,Goat meat,0,0,0,1
Meat,T,LV,2014,5,Goat meat,0,0,0,1
Meat,T,LV,2015,6,Goat meat,0,0,0,1
Meat,T,ME,2021,0,Goat meat,0,0,0,1
Meat,T,MK,2013,0,Goat meat,0,0,0,1
Meat,T,MK,2014,0,Goat meat,0,0,0,1
Meat,T,MT,2012,0,Goat meat,0,0,0,1
Meat,T,MT,2014,0,Goat meat,0,0,0,1
Meat,T,MT,2015,0,Goat meat,0,0,0,1
Meat,T,MT,2016,0,Goat meat,0,0,0,1
Meat,T,MT,2017,0,Goat meat,0,0,0,1
Meat,T,MT,2018,0,Goat meat,0,0,0,1
Meat,T,MT,2021,0,Goat meat,0,0,0,1
Meat,T,NO,2012,2,Goat meat,0,0,0,1
Meat,T,NO,2013,4,Goat meat,0,0,0,1
Meat,T,NO,2014,3,Goat meat,0,0,0,1
Meat,T,NO,2015,2,Goat meat,0,0,0,1
Meat,T,NO,2016,2,Goat meat,0,0,0,1
Meat,T,NO,2017,3,Goat meat,0,0,0,1
Meat,T,NO,2018,4,Goat meat,0,0,0,1
Meat,T,NO,2019,3,Goat meat,0,0,0,1
Meat,T,NO,2020,4,Goat meat,0,0,0,1
Meat,T,PL,2019,0,Goat meat,0,0,0,1
Meat,T,RO,2014,0,Goat meat,0,0,0,1
Meat,T,RO,2016,0,Goat meat,0,0,0,1
Meat,T,RO,2020,0,Goat meat,0,0,0,1
Meat,T,RS,2016,0,Goat meat,0,0,0,1
Meat,T,RS,2017,0,Goat meat,0,0,0,1
Meat,T,RS,2018,0,Goat meat,0,0,0,1
Meat,T,RS,2019,0,Goat meat,0,0,0,1
Meat,T,SE,2014,,Goat meat,0,0,0,1
Meat,T,SE,2021,0,Goat meat,0,0,0,1
Meat,T,SI,2012,0,Goat meat,0,0,0,1
Meat,T,SI,2014,0,Goat meat,0,0,0,1
Meat,T,SI,2015,0,Goat meat,0,0,0,1
Meat,T,SK,2012,0,Goat meat,0,0,0,1
Meat,T,SK,2013,0,Goat meat,0,0,0,1
Meat,T,SK,2014,0,Goat meat,0,0,0,1
Meat,T,SK,2015,0,Goat meat,0,0,0,1
Meat,T,SK,2016,0,Goat meat,0,0,0,1
Meat,T,TR,2013,98,Goat meat,0,0,0,1
Meat,T,TR,2014,16,Goat meat,0,0,0,1
Meat,T,TR,2015,2,Goat meat,0,0,0,1
Meat,T,TR,2016,2,Goat meat,0,0,0,1
Meat,T,TR,2017,0,Goat meat,0,0,0,1
Meat,T,TR,2018,14,Goat meat,0,0,0,1
Meat,T,TR,2021,0,Goat meat,0,0,0,1
Meat,T,UK,2019,0,Goat meat,0,0,0,1
Meat,T,BG,2012,0,Meat of horses etc,0,0,0,1
Meat,T,BG,2014,0,Meat of horses etc,0,0,0,1
Meat,T,BG,2015,0,Meat of horses etc,0,0,0,1
Meat,T,BG,2016,0,Meat of horses etc,0,0,0,1
Meat,T,BG,2017,0,Meat of horses etc,0,0,0,1
Meat,T,BG,2018,0,Meat of horses etc,0,0,0,1
Meat,T,BG,2019,0,Meat of horses etc,0,0,0,1
Meat,T,BG,2020,0,Meat of horses etc,0,0,0,1
Meat,T,CY,2012,0,Meat of horses etc,0,0,0,1
Meat,T,CY,2013,0,Meat of horses etc,0,0,0,1
Meat,T,CY,2019,0,Meat of horses etc,0,0,0,1
Meat,T,CY,2020,0,Meat of horses etc,0,0,0,1
Meat,T,CZ,2012,0,Meat of horses etc,0,0,0,1
Meat,T,CZ,2013,0,Meat of horses etc,0,0,0,1
Meat,T,CZ,2014,1,Meat of horses etc,0,0,0,1
Meat,T,CZ,2015,0,Meat of horses etc,0,0,0,1
Meat,T,CZ,2016,0,Meat of horses etc,0,0,0,1
