,memberStateCode,memberStateName,beginDate,endDate,month,monthName,price,unit,year,product
844,HU,15,01/05/2020,31/05/2020,5,May,29.37,100,2020,Raw milk
845,IE,16,01/05/2020,31/05/2020,5,May,30.59,100,2020,Raw milk
846,IT,17,01/05/2020,31/05/2020,5,May,36.06,100,2020,Raw milk
847,LV,18,01/05/2020,31/05/2020,5,May,25.60,100,2020,Raw milk
848,LT,19,01/05/2020,31/05/2020,5,May,25.37,100,2020,Raw milk
849,MT,21,01/05/2020,31/05/2020,5,May,48.99,100,2020,Raw milk
850,NL,22,01/05/2020,31/05/2020,5,May,33.00,100,2020,Raw milk
851,PL,23,01/05/2020,31/05/2020,5,May,29.40,100,2020,Raw milk
852,PT,24,01/05/2020,31/05/2020,5,May,30.04,100,2020,Raw milk
853,RO,25,01/05/2020,31/05/2020,5,May,29.89,100,2020,Raw milk
854,SK,26,01/05/2020,31/05/2020,5,May,32.08,100,2020,Raw milk
855,SI,27,01/05/2020,31/05/2020,5,May,30.00,100,2020,Raw milk
856,ES,28,01/05/2020,31/05/2020,5,May,31.94,100,2020,Raw milk
857,SE,29,01/05/2020,31/05/2020,5,May,34.52,100,2020,Raw milk
858,AT,1,01/04/2020,30/04/2020,4,Apr,37.19,100,2020,Raw milk
859,BE,2,01/04/2020,30/04/2020,4,Apr,30.37,100,2020,Raw milk
860,BG,3,01/04/2020,30/04/2020,4,Apr,31.33,100,2020,Raw milk
861,HR,4,01/04/2020,30/04/2020,4,Apr,33.03,100,2020,Raw milk
862,CY,5,01/04/2020,30/04/2020,4,Apr,57.83,100,2020,Raw milk
863,CZ,6,01/04/2020,30/04/2020,4,Apr,30.82,100,2020,Raw milk
864,DK,7,01/04/2020,30/04/2020,4,Apr,34.84,100,2020,Raw milk
865,EE,8,01/04/2020,30/04/2020,4,Apr,30.35,100,2020,Raw milk
866,EU-UK,9,01/04/2020,30/04/2020,4,Apr,33.62,100,2020,Raw milk
867,FI,11,01/04/2020,30/04/2020,4,Apr,38.94,100,2020,Raw milk
868,FR,12,01/04/2020,30/04/2020,4,Apr,35.14,100,2020,Raw milk
869,DE,13,01/04/2020,30/04/2020,4,Apr,34.05,100,2020,Raw milk
870,EL,14,01/04/2020,30/04/2020,4,Apr,38.76,100,2020,Raw milk
871,HU,15,01/04/2020,30/04/2020,4,Apr,29.72,100,2020,Raw milk
872,IE,16,01/04/2020,30/04/2020,4,Apr,30.01,100,2020,Raw milk
873,IT,17,01/04/2020,30/04/2020,4,Apr,35.61,100,2020,Raw milk
874,LV,18,01/04/2020,30/04/2020,4,Apr,28.53,100,2020,Raw milk
875,LT,19,01/04/2020,30/04/2020,4,Apr,28.21,100,2020,Raw milk
876,MT,21,01/04/2020,30/04/2020,4,Apr,49.14,100,2020,Raw milk
877,NL,22,01/04/2020,30/04/2020,4,Apr,35.00,100,2020,Raw milk
878,PL,23,01/04/2020,30/04/2020,4,Apr,29.55,100,2020,Raw milk
879,PT,24,01/04/2020,30/04/2020,4,Apr,30.42,100,2020,Raw milk
880,RO,25,01/04/2020,30/04/2020,4,Apr,31.74,100,2020,Raw milk
881,SK,26,01/04/2020,30/04/2020,4,Apr,32.89,100,2020,Raw milk
882,SI,27,01/04/2020,30/04/2020,4,Apr,30.72,100,2020,Raw milk
883,ES,28,01/04/2020,30/04/2020,4,Apr,32.23,100,2020,Raw milk
884,SE,29,01/04/2020,30/04/2020,4,Apr,34.84,100,2020,Raw milk
885,AT,1,01/03/2020,31/03/2020,3,Mar,37.20,100,2020,Raw milk
886,BE,2,01/03/2020,31/03/2020,3,Mar,31.90,100,2020,Raw milk
887,BG,3,01/03/2020,31/03/2020,3,Mar,32.00,100,2020,Raw milk
888,HR,4,01/03/2020,31/03/2020,3,Mar,33.29,100,2020,Raw milk
889,CY,5,01/03/2020,31/03/2020,3,Mar,58.17,100,2020,Raw milk
890,CZ,6,01/03/2020,31/03/2020,3,Mar,32.43,100,2020,Raw milk
891,DK,7,01/03/2020,31/03/2020,3,Mar,35.74,100,2020,Raw milk
892,EE,8,01/03/2020,31/03/2020,3,Mar,31.42,100,2020,Raw milk
893,EU-UK,9,01/03/2020,31/03/2020,3,Mar,34.62,100,2020,Raw milk
894,FI,11,01/03/2020,31/03/2020,3,Mar,38.98,100,2020,Raw milk
895,FR,12,01/03/2020,31/03/2020,3,Mar,36.14,100,2020,Raw milk
896,DE,13,01/03/2020,31/03/2020,3,Mar,34.88,100,2020,Raw milk
897,EL,14,01/03/2020,31/03/2020,3,Mar,38.77,100,2020,Raw milk
898,HU,15,01/03/2020,31/03/2020,3,Mar,31.08,100,2020,Raw milk
899,IE,16,01/03/2020,31/03/2020,3,Mar,31.66,100,2020,Raw milk
900,IT,17,01/03/2020,31/03/2020,3,Mar,36.61,100,2020,Raw milk
901,LV,18,01/03/2020,31/03/2020,3,Mar,30.72,100,2020,Raw milk
902,LT,19,01/03/2020,31/03/2020,3,Mar,31.09,100,2020,Raw milk
903,MT,21,01/03/2020,31/03/2020,3,Mar,48.88,100,2020,Raw milk
904,NL,22,01/03/2020,31/03/2020,3,Mar,36.25,100,2020,Raw milk
905,PL,23,01/03/2020,31/03/2020,3,Mar,31.17,100,2020,Raw milk
906,PT,24,01/03/2020,31/03/2020,3,Mar,30.40,100,2020,Raw milk
907,RO,25,01/03/2020,31/03/2020,3,Mar,32.33,100,2020,Raw milk
908,SK,26,01/03/2020,31/03/2020,3,Mar,33.21,100,2020,Raw milk
909,SI,27,01/03/2020,31/03/2020,3,Mar,32.63,100,2020,Raw milk
910,ES,28,01/03/2020,31/03/2020,3,Mar,32.33,100,2020,Raw milk
911,SE,29,01/03/2020,31/03/2020,3,Mar,34.90,100,2020,Raw milk
912,AT,1,01/02/2020,29/02/2020,2,Feb,37.29,100,2020,Raw milk
913,BE,2,01/02/2020,29/02/2020,2,Feb,33.82,100,2020,Raw milk
914,BG,3,01/02/2020,29/02/2020,2,Feb,32.00,100,2020,Raw milk
915,HR,4,01/02/2020,29/02/2020,2,Feb,34.01,100,2020,Raw milk
916,CY,5,01/02/2020,29/02/2020,2,Feb,58.52,100,2020,Raw milk
917,CZ,6,01/02/2020,29/02/2020,2,Feb,34.48,100,2020,Raw milk
918,DK,7,01/02/2020,29/02/2020,2,Feb,35.74,100,2020,Raw milk
919,EE,8,01/02/2020,29/02/2020,2,Feb,31.44,100,2020,Raw milk
920,EU-UK,9,01/02/2020,29/02/2020,2,Feb,35.22,100,2020,Raw milk
921,EU+UK,10,01/02/2020,29/02/2020,2,Feb,35.02,100,2020,Raw milk
922,FI,11,01/02/2020,29/02/2020,2,Feb,38.94,100,2020,Raw milk
923,FR,12,01/02/2020,29/02/2020,2,Feb,36.74,100,2020,Raw milk
924,DE,13,01/02/2020,29/02/2020,2,Feb,34.79,100,2020,Raw milk
925,EL,14,01/02/2020,29/02/2020,2,Feb,38.85,100,2020,Raw milk
926,HU,15,01/02/2020,29/02/2020,2,Feb,31.99,100,2020,Raw milk
927,IE,16,01/02/2020,29/02/2020,2,Feb,34.86,100,2020,Raw milk
928,IT,17,01/02/2020,29/02/2020,2,Feb,37.51,100,2020,Raw milk
929,LV,18,01/02/2020,29/02/2020,2,Feb,30.65,100,2020,Raw milk
930,LT,19,01/02/2020,29/02/2020,2,Feb,31.15,100,2020,Raw milk
931,MT,21,01/02/2020,29/02/2020,2,Feb,49.06,100,2020,Raw milk
932,NL,22,01/02/2020,29/02/2020,2,Feb,36.50,100,2020,Raw milk
933,PL,23,01/02/2020,29/02/2020,2,Feb,32.54,100,2020,Raw milk
934,PT,24,01/02/2020,29/02/2020,2,Feb,30.41,100,2020,Raw milk
935,RO,25,01/02/2020,29/02/2020,2,Feb,32.85,100,2020,Raw milk
936,SK,26,01/02/2020,29/02/2020,2,Feb,33.28,100,2020,Raw milk
937,SI,27,01/02/2020,29/02/2020,2,Feb,32.97,100,2020,Raw milk
938,ES,28,01/02/2020,29/02/2020,2,Feb,32.62,100,2020,Raw milk
939,SE,29,01/02/2020,29/02/2020,2,Feb,34.90,100,2020,Raw milk
940,UK,30,01/02/2020,29/02/2020,2,Feb,33.17,100,2020,Raw milk
941,AT,1,01/01/2020,31/01/2020,1,Jan,36.70,100,2020,Raw milk
942,BE,2,01/01/2020,31/01/2020,1,Jan,34.33,100,2020,Raw milk
943,BG,3,01/01/2020,31/01/2020,1,Jan,31.96,100,2020,Raw milk
944,HR,4,01/01/2020,31/01/2020,1,Jan,34.44,100,2020,Raw milk
945,CY,5,01/01/2020,31/01/2020,1,Jan,58.57,100,2020,Raw milk
946,CZ,6,01/01/2020,31/01/2020,1,Jan,34.58,100,2020,Raw milk
947,DK,7,01/01/2020,31/01/2020,1,Jan,34.79,100,2020,Raw milk
948,EE,8,01/01/2020,31/01/2020,1,Jan,31.30,100,2020,Raw milk
949,EU-UK,9,01/01/2020,31/01/2020,1,Jan,35.23,100,2020,Raw milk
950,EU+UK,10,01/01/2020,31/01/2020,1,Jan,35.00,100,2020,Raw milk
951,FI,11,01/01/2020,31/01/2020,1,Jan,38.81,100,2020,Raw milk
952,FR,12,01/01/2020,31/01/2020,1,Jan,37.12,100,2020,Raw milk
953,DE,13,01/01/2020,31/01/2020,1,Jan,34.92,100,2020,Raw milk
954,EL,14,01/01/2020,31/01/2020,1,Jan,38.82,100,2020,Raw milk
955,HU,15,01/01/2020,31/01/2020,1,Jan,32.55,100,2020,Raw milk
956,IE,16,01/01/2020,31/01/2020,1,Jan,34.67,100,2020,Raw milk
957,IT,17,01/01/2020,31/01/2020,1,Jan,37.49,100,2020,Raw milk
958,LV,18,01/01/2020,31/01/2020,1,Jan,30.21,100,2020,Raw milk
959,LT,19,01/01/2020,31/01/2020,1,Jan,30.84,100,2020,Raw milk
960,MT,21,01/01/2020,31/01/2020,1,Jan,49.47,100,2020,Raw milk
961,NL,22,01/01/2020,31/01/2020,1,Jan,35.75,100,2020,Raw milk
962,PL,23,01/01/2020,31/01/2020,1,Jan,32.76,100,2020,Raw milk
963,PT,24,01/01/2020,31/01/2020,1,Jan,30.85,100,2020,Raw milk
964,RO,25,01/01/2020,31/01/2020,1,Jan,32.48,100,2020,Raw milk
965,SK,26,01/01/2020,31/01/2020,1,Jan,33.23,100,2020,Raw milk
966,SI,27,01/01/2020,31/01/2020,1,Jan,33.68,100,2020,Raw milk
967,ES,28,01/01/2020,31/01/2020,1,Jan,32.62,100,2020,Raw milk
968,SE,29,01/01/2020,31/01/2020,1,Jan,35.21,100,2020,Raw milk
969,UK,30,01/01/2020,31/01/2020,1,Jan,32.94,100,2020,Raw milk
970,AT,1,01/12/2019,31/12/2019,12,Dec,37.31,100,2019,Raw milk
971,BE,2,01/12/2019,31/12/2019,12,Dec,35.36,100,2019,Raw milk
972,BG,3,01/12/2019,31/12/2019,12,Dec,31.75,100,2019,Raw milk
973,HR,4,01/12/2019,31/12/2019,12,Dec,34.35,100,2019,Raw milk
974,CY,5,01/12/2019,31/12/2019,12,Dec,58.45,100,2019,Raw milk
975,CZ,6,01/12/2019,31/12/2019,12,Dec,34.25,100,2019,Raw milk
976,DK,7,01/12/2019,31/12/2019,12,Dec,34.80,100,2019,Raw milk
977,EE,8,01/12/2019,31/12/2019,12,Dec,31.32,100,2019,Raw milk
978,EU-UK,9,01/12/2019,31/12/2019,12,Dec,35.77,100,2019,Raw milk
979,EU+UK,10,01/12/2019,31/12/2019,12,Dec,35.58,100,2019,Raw milk
980,FI,11,01/12/2019,31/12/2019,12,Dec,39.02,100,2019,Raw milk
981,FR,12,01/12/2019,31/12/2019,12,Dec,37.57,100,2019,Raw milk
982,DE,13,01/12/2019,31/12/2019,12,Dec,35.29,100,2019,Raw milk
983,EL,14,01/12/2019,31/12/2019,12,Dec,38.89,100,2019,Raw milk
984,HU,15,01/12/2019,31/12/2019,12,Dec,32.64,100,2019,Raw milk
985,IE,16,01/12/2019,31/12/2019,12,Dec,36.52,100,2019,Raw milk
986,IT,17,01/12/2019,31/12/2019,12,Dec,38.70,100,2019,Raw milk
987,LV,18,01/12/2019,31/12/2019,12,Dec,30.10,100,2019,Raw milk
988,LT,19,01/12/2019,31/12/2019,12,Dec,30.62,100,2019,Raw milk
989,MT,21,01/12/2019,31/12/2019,12,Dec,52.36,100,2019,Raw milk
990,NL,22,01/12/2019,31/12/2019,12,Dec,36.41,100,2019,Raw milk
991,PL,23,01/12/2019,31/12/2019,12,Dec,33.33,100,2019,Raw milk
992,PT,24,01/12/2019,31/12/2019,12,Dec,30.77,100,2019,Raw milk
993,RO,25,01/12/2019,31/12/2019,12,Dec,32.98,100,2019,Raw milk
994,SK,26,01/12/2019,31/12/2019,12,Dec,33.13,100,2019,Raw milk
995,SI,27,01/12/2019,31/12/2019,12,Dec,34.16,100,2019,Raw milk
996,ES,28,01/12/2019,31/12/2019,12,Dec,32.82,100,2019,Raw milk
997,SE,29,01/12/2019,31/12/2019,12,Dec,36.08,100,2019,Raw milk
998,UK,30,01/12/2019,31/12/2019,12,Dec,33.70,100,2019,Raw milk
999,AT,1,01/11/2019,30/11/2019,11,Nov,36.95,100,2019,Raw milk
1000,BE,2,01/11/2019,30/11/2019,11,Nov,34.15,100,2019,Raw milk
1001,BG,3,01/11/2019,30/11/2019,11,Nov,31.54,100,2019,Raw milk
1002,HR,4,01/11/2019,30/11/2019,11,Nov,34.06,100,2019,Raw milk
1003,CY,5,01/11/2019,30/11/2019,11,Nov,58.33,100,2019,Raw milk
1004,CZ,6,01/11/2019,30/11/2019,11,Nov,33.95,100,2019,Raw milk
1005,DK,7,01/11/2019,30/11/2019,11,Nov,33.99,100,2019,Raw milk
1006,EE,8,01/11/2019,30/11/2019,11,Nov,30.89,100,2019,Raw milk
1007,EU-UK,9,01/11/2019,30/11/2019,11,Nov,35.64,100,2019,Raw milk
1008,EU+UK,10,01/11/2019,30/11/2019,11,Nov,35.47,100,2019,Raw milk
1009,FI,11,01/11/2019,30/11/2019,11,Nov,39.74,100,2019,Raw milk
1010,FR,12,01/11/2019,30/11/2019,11,Nov,37.77,100,2019,Raw milk
1011,DE,13,01/11/2019,30/11/2019,11,Nov,35.19,100,2019,Raw milk
1012,EL,14,01/11/2019,30/11/2019,11,Nov,38.48,100,2019,Raw milk
1013,HU,15,01/11/2019,30/11/2019,11,Nov,31.99,100,2019,Raw milk
1014,IE,16,01/11/2019,30/11/2019,11,Nov,37.29,100,2019,Raw milk
1015,IT,17,01/11/2019,30/11/2019,11,Nov,39.23,100,2019,Raw milk
1016,LV,18,01/11/2019,30/11/2019,11,Nov,29.70,100,2019,Raw milk
1017,LT,19,01/11/2019,30/11/2019,11,Nov,30.21,100,2019,Raw milk
1018,MT,21,01/11/2019,30/11/2019,11,Nov,53.78,100,2019,Raw milk
1019,NL,22,01/11/2019,30/11/2019,11,Nov,35.50,100,2019,Raw milk
1020,PL,23,01/11/2019,30/11/2019,11,Nov,32.85,100,2019,Raw milk
1021,PT,24,01/11/2019,30/11/2019,11,Nov,30.83,100,2019,Raw milk
1022,RO,25,01/11/2019,30/11/2019,11,Nov,32.68,100,2019,Raw milk
1023,SK,26,01/11/2019,30/11/2019,11,Nov,33.03,100,2019,Raw milk
1024,SI,27,01/11/2019,30/11/2019,11,Nov,34.05,100,2019,Raw milk
1025,ES,28,01/11/2019,30/11/2019,11,Nov,33.01,100,2019,Raw milk
1026,SE,29,01/11/2019,30/11/2019,11,Nov,35.46,100,2019,Raw milk
1027,UK,30,01/11/2019,30/11/2019,11,Nov,33.80,100,2019,Raw milk
1028,AT,1,01/10/2019,31/10/2019,10,Oct,36.43,100,2019,Raw milk
1029,BE,2,01/10/2019,31/10/2019,10,Oct,33.48,100,2019,Raw milk
1030,BG,3,01/10/2019,31/10/2019,10,Oct,31.02,100,2019,Raw milk
1031,HR,4,01/10/2019,31/10/2019,10,Oct,33.65,100,2019,Raw milk
1032,CY,5,01/10/2019,31/10/2019,10,Oct,57.98,100,2019,Raw milk
1033,CZ,6,01/10/2019,31/10/2019,10,Oct,33.27,100,2019,Raw milk
1034,DK,7,01/10/2019,31/10/2019,10,Oct,34.01,100,2019,Raw milk
1035,EE,8,01/10/2019,31/10/2019,10,Oct,30.54,100,2019,Raw milk
1036,EU-UK,9,01/10/2019,31/10/2019,10,Oct,35.23,100,2019,Raw milk
1037,EU+UK,10,01/10/2019,31/10/2019,10,Oct,34.98,100,2019,Raw milk
1038,FI,11,01/10/2019,31/10/2019,10,Oct,39.84,100,2019,Raw milk
1039,FR,12,01/10/2019,31/10/2019,10,Oct,37.94,100,2019,Raw milk
1040,DE,13,01/10/2019,31/10/2019,10,Oct,34.65,100,2019,Raw milk
1041,EL,14,01/10/2019,31/10/2019,10,Oct,38.21,100,2019,Raw milk
1042,HU,15,01/10/2019,31/10/2019,10,Oct,31.63,100,2019,Raw milk
1043,IE,16,01/10/2019,31/10/2019,10,Oct,36.61,100,2019,Raw milk
1044,IT,17,01/10/2019,31/10/2019,10,Oct,39.69,100,2019,Raw milk
1045,LV,18,01/10/2019,31/10/2019,10,Oct,28.68,100,2019,Raw milk
1046,LT,19,01/10/2019,31/10/2019,10,Oct,29.36,100,2019,Raw milk
1047,MT,21,01/10/2019,31/10/2019,10,Oct,52.10,100,2019,Raw milk
1048,NL,22,01/10/2019,31/10/2019,10,Oct,34.75,100,2019,Raw milk
1049,PL,23,01/10/2019,31/10/2019,10,Oct,31.42,100,2019,Raw milk
1050,PT,24,01/10/2019,31/10/2019,10,Oct,30.80,100,2019,Raw milk
1051,RO,25,01/10/2019,31/10/2019,10,Oct,31.65,100,2019,Raw milk
1052,SK,26,01/10/2019,31/10/2019,10,Oct,32.68,100,2019,Raw milk
1053,SI,27,01/10/2019,31/10/2019,10,Oct,33.65,100,2019,Raw milk
1054,ES,28,01/10/2019,31/10/2019,10,Oct,32.14,100,2019,Raw milk
1055,SE,29,01/10/2019,31/10/2019,10,Oct,35.01,100,2019,Raw milk
1056,UK,30,01/10/2019,31/10/2019,10,Oct,32.60,100,2019,Raw milk
1057,AT,1,01/09/2019,30/09/2019,9,Sep,35.97,100,2019,Raw milk
1058,BE,2,01/09/2019,30/09/2019,9,Sep,32.69,100,2019,Raw milk
1059,BG,3,01/09/2019,30/09/2019,9,Sep,30.30,100,2019,Raw milk
1060,HR,4,01/09/2019,30/09/2019,9,Sep,32.95,100,2019,Raw milk
1061,CY,5,01/09/2019,30/09/2019,9,Sep,57.20,100,2019,Raw milk
1062,CZ,6,01/09/2019,30/09/2019,9,Sep,32.56,100,2019,Raw milk
1063,DK,7,01/09/2019,30/09/2019,9,Sep,34.03,100,2019,Raw milk
1064,EE,8,01/09/2019,30/09/2019,9,Sep,30.30,100,2019,Raw milk
1065,EU-UK,9,01/09/2019,30/09/2019,9,Sep,34.70,100,2019,Raw milk
1066,EU+UK,10,01/09/2019,30/09/2019,9,Sep,34.42,100,2019,Raw milk
1067,FI,11,01/09/2019,30/09/2019,9,Sep,38.69,100,2019,Raw milk
1068,FR,12,01/09/2019,30/09/2019,9,Sep,37.83,100,2019,Raw milk
1069,DE,13,01/09/2019,30/09/2019,9,Sep,33.88,100,2019,Raw milk
1070,EL,14,01/09/2019,30/09/2019,9,Sep,38.72,100,2019,Raw milk
1071,HU,15,01/09/2019,30/09/2019,9,Sep,30.24,100,2019,Raw milk
1072,IE,16,01/09/2019,30/09/2019,9,Sep,34.48,100,2019,Raw milk
1073,IT,17,01/09/2019,30/09/2019,9,Sep,39.69,100,2019,Raw milk
1074,LV,18,01/09/2019,30/09/2019,9,Sep,28.41,100,2019,Raw milk
1075,LT,19,01/09/2019,30/09/2019,9,Sep,27.52,100,2019,Raw milk
1076,MT,21,01/09/2019,30/09/2019,9,Sep,52.12,100,2019,Raw milk
1077,NL,22,01/09/2019,30/09/2019,9,Sep,35.00,100,2019,Raw milk
1078,PL,23,01/09/2019,30/09/2019,9,Sep,30.41,100,2019,Raw milk
1079,PT,24,01/09/2019,30/09/2019,9,Sep,30.55,100,2019,Raw milk
1080,RO,25,01/09/2019,30/09/2019,9,Sep,29.77,100,2019,Raw milk
1081,SK,26,01/09/2019,30/09/2019,9,Sep,32.26,100,2019,Raw milk
1082,SI,27,01/09/2019,30/09/2019,9,Sep,32.65,100,2019,Raw milk
1083,ES,28,01/09/2019,30/09/2019,9,Sep,31.65,100,2019,Raw milk
1084,SE,29,01/09/2019,30/09/2019,9,Sep,34.30,100,2019,Raw milk
1085,UK,30,01/09/2019,30/09/2019,9,Sep,31.82,100,2019,Raw milk
1086,AT,1,01/08/2019,31/08/2019,8,Aug,35.45,100,2019,Raw milk
1087,BE,2,01/08/2019,31/08/2019,8,Aug,31.50,100,2019,Raw milk
1088,BG,3,01/08/2019,31/08/2019,8,Aug,29.78,100,2019,Raw milk
1089,HR,4,01/08/2019,31/08/2019,8,Aug,32.41,100,2019,Raw milk
1090,CY,5,01/08/2019,31/08/2019,8,Aug,56.92,100,2019,Raw milk
1091,CZ,6,01/08/2019,31/08/2019,8,Aug,32.39,100,2019,Raw milk
1092,DK,7,01/08/2019,31/08/2019,8,Aug,34.18,100,2019,Raw milk
1093,EE,8,01/08/2019,31/08/2019,8,Aug,30.06,100,2019,Raw milk
1094,EU-UK,9,01/08/2019,31/08/2019,8,Aug,34.02,100,2019,Raw milk
1095,EU+UK,10,01/08/2019,31/08/2019,8,Aug,33.69,100,2019,Raw milk
1096,FI,11,01/08/2019,31/08/2019,8,Aug,37.94,100,2019,Raw milk
1097,FR,12,01/08/2019,31/08/2019,8,Aug,36.75,100,2019,Raw milk
1098,DE,13,01/08/2019,31/08/2019,8,Aug,33.01,100,2019,Raw milk
1099,EL,14,01/08/2019,31/08/2019,8,Aug,37.93,100,2019,Raw milk
1100,HU,15,01/08/2019,31/08/2019,8,Aug,30.13,100,2019,Raw milk
1101,IE,16,01/08/2019,31/08/2019,8,Aug,31.95,100,2019,Raw milk
1102,IT,17,01/08/2019,31/08/2019,8,Aug,39.58,100,2019,Raw milk
1103,LV,18,01/08/2019,31/08/2019,8,Aug,28.37,100,2019,Raw milk
1104,LT,19,01/08/2019,31/08/2019,8,Aug,26.13,100,2019,Raw milk
1105,MT,21,01/08/2019,31/08/2019,8,Aug,51.60,100,2019,Raw milk
1106,NL,22,01/08/2019,31/08/2019,8,Aug,35.00,100,2019,Raw milk
1107,PL,23,01/08/2019,31/08/2019,8,Aug,30.12,100,2019,Raw milk
1108,PT,24,01/08/2019,31/08/2019,8,Aug,30.21,100,2019,Raw milk
1109,RO,25,01/08/2019,31/08/2019,8,Aug,28.96,100,2019,Raw milk
1110,SK,26,01/08/2019,31/08/2019,8,Aug,31.67,100,2019,Raw milk
1111,SI,27,01/08/2019,31/08/2019,8,Aug,32.02,100,2019,Raw milk
1112,ES,28,01/08/2019,31/08/2019,8,Aug,31.36,100,2019,Raw milk
1113,SE,29,01/08/2019,31/08/2019,8,Aug,33.37,100,2019,Raw milk
1114,UK,30,01/08/2019,31/08/2019,8,Aug,30.56,100,2019,Raw milk
1115,AT,1,01/07/2019,31/07/2019,7,Jul,35.97,100,2019,Raw milk
1116,BE,2,01/07/2019,31/07/2019,7,Jul,31.12,100,2019,Raw milk
1117,BG,3,01/07/2019,31/07/2019,7,Jul,29.66,100,2019,Raw milk
1118,HR,4,01/07/2019,31/07/2019,7,Jul,32.44,100,2019,Raw milk
1119,CY,5,01/07/2019,31/07/2019,7,Jul,57.01,100,2019,Raw milk
1120,CZ,6,01/07/2019,31/07/2019,7,Jul,32.83,100,2019,Raw milk
1121,DK,7,01/07/2019,31/07/2019,7,Jul,34.16,100,2019,Raw milk
1122,EE,8,01/07/2019,31/07/2019,7,Jul,30.34,100,2019,Raw milk
1123,EU-UK,9,01/07/2019,31/07/2019,7,Jul,33.82,100,2019,Raw milk
1124,EU+UK,10,01/07/2019,31/07/2019,7,Jul,33.54,100,2019,Raw milk
1125,FI,11,01/07/2019,31/07/2019,7,Jul,37.62,100,2019,Raw milk
1126,FR,12,01/07/2019,31/07/2019,7,Jul,35.92,100,2019,Raw milk
1127,DE,13,01/07/2019,31/07/2019,7,Jul,32.93,100,2019,Raw milk
1128,EL,14,01/07/2019,31/07/2019,7,Jul,37.93,100,2019,Raw milk
1129,HU,15,01/07/2019,31/07/2019,7,Jul,29.83,100,2019,Raw milk
1130,IE,16,01/07/2019,31/07/2019,7,Jul,31.08,100,2019,Raw milk
1131,IT,17,01/07/2019,31/07/2019,7,Jul,39.16,100,2019,Raw milk
1132,LV,18,01/07/2019,31/07/2019,7,Jul,28.44,100,2019,Raw milk
1133,LT,19,01/07/2019,31/07/2019,7,Jul,26.21,100,2019,Raw milk
1134,MT,21,01/07/2019,31/07/2019,7,Jul,50.55,100,2019,Raw milk
1135,NL,22,01/07/2019,31/07/2019,7,Jul,35.00,100,2019,Raw milk
1136,PL,23,01/07/2019,31/07/2019,7,Jul,30.78,100,2019,Raw milk
1137,PT,24,01/07/2019,31/07/2019,7,Jul,30.17,100,2019,Raw milk
1138,RO,25,01/07/2019,31/07/2019,7,Jul,28.43,100,2019,Raw milk
1139,SK,26,01/07/2019,31/07/2019,7,Jul,31.99,100,2019,Raw milk
1140,SI,27,01/07/2019,31/07/2019,7,Jul,31.74,100,2019,Raw milk
1141,ES,28,01/07/2019,31/07/2019,7,Jul,31.07,100,2019,Raw milk
1142,SE,29,01/07/2019,31/07/2019,7,Jul,34.02,100,2019,Raw milk
1143,UK,30,01/07/2019,31/07/2019,7,Jul,30.82,100,2019,Raw milk
1144,AT,1,01/06/2019,30/06/2019,6,Jun,36.33,100,2019,Raw milk
1145,BE,2,01/06/2019,30/06/2019,6,Jun,31.64,100,2019,Raw milk
1146,BG,3,01/06/2019,30/06/2019,6,Jun,29.44,100,2019,Raw milk
1147,HR,4,01/06/2019,30/06/2019,6,Jun,32.52,100,2019,Raw milk
1148,CY,5,01/06/2019,30/06/2019,6,Jun,56.79,100,2019,Raw milk
1149,CZ,6,01/06/2019,30/06/2019,6,Jun,32.99,100,2019,Raw milk
1150,DK,7,01/06/2019,30/06/2019,6,Jun,34.15,100,2019,Raw milk
1151,EE,8,01/06/2019,30/06/2019,6,Jun,30.47,100,2019,Raw milk
1152,EU-UK,9,01/06/2019,30/06/2019,6,Jun,34.03,100,2019,Raw milk
1153,EU+UK,10,01/06/2019,30/06/2019,6,Jun,33.70,100,2019,Raw milk
1154,FI,11,01/06/2019,30/06/2019,6,Jun,36.96,100,2019,Raw milk
1155,FR,12,01/06/2019,30/06/2019,6,Jun,35.74,100,2019,Raw milk
1156,DE,13,01/06/2019,30/06/2019,6,Jun,33.22,100,2019,Raw milk
1157,EL,14,01/06/2019,30/06/2019,6,Jun,38.09,100,2019,Raw milk
1158,HU,15,01/06/2019,30/06/2019,6,Jun,30.08,100,2019,Raw milk
1159,IE,16,01/06/2019,30/06/2019,6,Jun,31.95,100,2019,Raw milk
1160,IT,17,01/06/2019,30/06/2019,6,Jun,39.09,100,2019,Raw milk
1161,LV,18,01/06/2019,30/06/2019,6,Jun,28.53,100,2019,Raw milk
1162,LT,19,01/06/2019,30/06/2019,6,Jun,26.43,100,2019,Raw milk
1163,MT,21,01/06/2019,30/06/2019,6,Jun,49.07,100,2019,Raw milk
1164,NL,22,01/06/2019,30/06/2019,6,Jun,35.75,100,2019,Raw milk
1165,PL,23,01/06/2019,30/06/2019,6,Jun,31.02,100,2019,Raw milk
1166,PT,24,01/06/2019,30/06/2019,6,Jun,30.24,100,2019,Raw milk
1167,RO,25,01/06/2019,30/06/2019,6,Jun,28.29,100,2019,Raw milk
1168,SK,26,01/06/2019,30/06/2019,6,Jun,32.18,100,2019,Raw milk
1169,SI,27,01/06/2019,30/06/2019,6,Jun,31.62,100,2019,Raw milk
1170,ES,28,01/06/2019,30/06/2019,6,Jun,31.17,100,2019,Raw milk
